Titration report,,,,, ,
Method,,,,,,
Method ID,,0,,"Release state
",Released,
Name,,URIBioMin,,Modified by,SystemInternal,
Modified on,,5/29/2018 11:13,,,,
Titration (EP) [1],,"Scope 1/1, Sample 1/9",,,,
Measured Values,,"Scope 1/1, Sample 1/9",,,,
Time,V,Meas. value,dV,Temp.,dE,EP
[s],[mL],[mV],[mL],[°C],[mV],
0,0,-26.3,,25.1,,
1,0.001,-26.4,0.001,25.1,-0.1,
2,0.0025,-26.4,0.0015,25.1,0,
3,0.005,-26.4,0.0025,25.1,0,
4,0.0085,-26.4,0.0035,25.1,0,
5,0.015,-26.3,0.0065,25.1,0.1,
6,0.023,-25.9,0.008,25.1,0.4,
7,0.0315,-25.3,0.0085,25.1,0.6,
8,0.04,-24.4,0.0085,25.1,0.9,
9,0.048,-23.2,0.008,25.1,1.2,
10,0.0565,-21.8,0.0085,25.1,1.4,
11,0.0645,-20.4,0.008,25.1,1.4,
12,0.073,-18.6,0.0085,25.1,1.8,
13,0.0815,-16.8,0.0085,25.1,1.8,
14,0.09,-15.1,0.0085,25.1,1.7,
15,0.0975,-13.6,0.0075,25.1,1.5,
16,0.106,-11.8,0.0085,25.1,1.8,
17,0.1145,-10.2,0.0085,25.1,1.6,
18,0.123,-8.7,0.0085,25.1,1.5,
19,0.1315,-7.3,0.0085,25.1,1.4,
20,0.14,-5.4,0.0085,25.1,1.9,
21,0.1485,-3.5,0.0085,25.1,1.9,
22,0.157,-1.9,0.0085,25.1,1.6,
23,0.1645,-0.7,0.0075,25.1,1.2,
24,0.173,-0.1,0.0085,25.1,0.6,
25,0.1815,1.4,0.0085,25,1.5,
26,0.19,2.7,0.0085,25,1.3,
27,0.1985,4,0.0085,25.1,1.3,
28,0.207,5,0.0085,25.1,1,
29,0.2155,5.6,0.0085,25.1,0.6,
30,0.223,6.4,0.0075,25.1,0.8,
31,0.2315,8.5,0.0085,25.1,2.1,
32,0.24,10.4,0.0085,25.1,1.9,
33,0.2485,11.5,0.0085,25,1.1,
34,0.257,12.4,0.0085,25,0.9,
35,0.2655,13.2,0.0085,25.1,0.8,
36,0.2735,14.1,0.008,25.1,0.9,
37,0.2815,14.9,0.008,25,0.8,
38,0.29,15.8,0.0085,25,0.9,
39,0.2985,16.9,0.0085,25,1.1,
40,0.3065,17.8,0.008,25.1,0.9,
41,0.315,18.7,0.0085,25.1,0.9,
42,0.3235,19.5,0.0085,25.1,0.8,
43,0.332,20.3,0.0085,25.1,0.8,
44,0.34,21.3,0.008,25.1,1,
45,0.348,22,0.008,25,0.7,
46,0.3565,23.1,0.0085,25,1.1,
47,0.365,24,0.0085,25,0.9,
48,0.3735,24.7,0.0085,25,0.7,
49,0.382,25.5,0.0085,25,0.8,
50,0.3905,26.2,0.0085,25,0.7,
51,0.398,27,0.0075,25,0.8,
52,0.4065,27.9,0.0085,25,0.9,
53,0.415,28.9,0.0085,25,1,
54,0.4235,29.8,0.0085,25,0.9,
55,0.432,30.6,0.0085,25,0.8,
56,0.4405,31.3,0.0085,25,0.7,
57,0.449,32,0.0085,25,0.7,
58,0.4565,32.7,0.0075,25,0.7,
59,0.465,33.7,0.0085,25,1,
60,0.4735,34.6,0.0085,25,0.9,
61,0.482,35.3,0.0085,25,0.7,
62,0.4905,36.3,0.0085,25,1,
63,0.499,37.1,0.0085,25,0.8,
64,0.507,38.5,0.008,25,1.4,
65,0.515,39.2,0.008,25,0.7,
66,0.5235,39.9,0.0085,25,0.7,
67,0.532,40.6,0.0085,25,0.7,
68,0.54,41.8,0.008,25,1.2,
69,0.5485,42.5,0.0085,25,0.7,
70,0.557,43.2,0.0085,25,0.7,
71,0.5655,44,0.0085,25,0.8,
72,0.574,44.6,0.0085,25,0.6,
73,0.5815,45.4,0.0075,25,0.8,
74,0.59,46.5,0.0085,25,1.1,
75,0.5985,47.2,0.0085,25,0.7,
76,0.607,48,0.0085,25,0.8,
77,0.6155,48.8,0.0085,25,0.8,
78,0.624,49.6,0.0085,25,0.8,
79,0.6325,50.3,0.0085,25,0.7,
80,0.64,51.3,0.0075,25,1,
81,0.6485,52.2,0.0085,25,0.9,
82,0.657,53.2,0.0085,25,1,
83,0.6655,54,0.0085,25,0.8,
84,0.674,54.7,0.0085,25,0.7,
85,0.6825,55.4,0.0085,25,0.7,
86,0.691,56.1,0.0085,25,0.7,
87,0.6985,57.1,0.0075,25,1,
88,0.707,58.2,0.0085,25,1.1,
89,0.7155,59,0.0085,25,0.8,
90,0.724,59.8,0.0085,25,0.8,
91,0.7325,60.8,0.0085,25,1,
92,0.741,61.5,0.0085,25,0.7,
93,0.7495,62.3,0.0085,25,0.8,
94,0.757,63.2,0.0075,25,0.9,
95,0.7655,64.1,0.0085,25,0.9,
96,0.774,65,0.0085,25,0.9,
97,0.7825,66,0.0085,25,1,
98,0.7905,66.8,0.008,25,0.8,
99,0.799,67.5,0.0085,25,0.7,
100,0.8075,68.1,0.0085,25,0.6,
101,0.8155,68.9,0.008,25,0.8,
102,0.8235,69.6,0.008,25,0.7,
103,0.832,70.5,0.0085,25,0.9,
104,0.8405,71.4,0.0085,25,0.9,
105,0.849,72.4,0.0085,25,1,
106,0.8575,74,0.0085,25,1.6,
107,0.866,75.1,0.0085,25,1.1,
108,0.8735,75.7,0.0075,25,0.6,
109,0.882,76.6,0.0085,25,0.9,
110,0.8905,77.3,0.0085,25,0.7,
111,0.899,78.1,0.0085,25,0.8,
112,0.9075,78.8,0.0085,25,0.7,
113,0.916,79.6,0.0085,25,0.8,
114,0.9235,80.7,0.0075,25,1.1,
115,0.932,81.8,0.0085,25,1.1,
116,0.9405,82.8,0.0085,25,1,
117,0.949,83.7,0.0085,25,0.9,
118,0.9575,84.5,0.0085,25,0.8,
119,0.966,85.2,0.0085,25,0.7,
120,0.9745,86.5,0.0085,25,1.3,
121,0.982,87.6,0.0075,25,1.1,
122,0.9905,88.5,0.0085,25,0.9,
123,0.999,89.2,0.0085,25,0.7,
124,1.0075,90.2,0.0085,25,1,
125,1.016,91.3,0.0085,25,1.1,
126,1.0245,92.6,0.0085,25,1.3,
127,1.033,93.5,0.0085,25,0.9,
128,1.0405,94.3,0.0075,25,0.8,
129,1.049,95.3,0.0085,25,1,
130,1.0575,96.4,0.0085,25,1.1,
131,1.066,97.8,0.0085,25,1.4,
132,1.0745,98.9,0.0085,25,1.1,
133,1.083,100.1,0.0085,25,1.2,
134,1.0915,101.4,0.0085,25,1.3,
135,1.099,102.6,0.0075,25,1.2,
136,1.1075,104,0.0085,25,1.4,
137,1.116,105.5,0.0085,25,1.5,
138,1.1245,106.8,0.0085,25,1.3,
139,1.1325,108.3,0.008,25,1.5,
140,1.141,109.7,0.0085,25,1.4,
141,1.1495,111.3,0.0085,25,1.6,
142,1.1575,112.9,0.008,25,1.6,
143,1.1655,114.4,0.008,25,1.5,
144,1.174,116.2,0.0085,24.9,1.8,
145,1.1825,118.1,0.0085,25,1.9,
146,1.191,120.5,0.0085,25,2.4,
147,1.1995,122.6,0.0085,25,2.1,
148,1.208,125,0.0085,25,2.4,
149,1.2155,127.6,0.0075,25,2.6,
150,1.224,130.2,0.0085,25,2.6,
151,1.2325,132.9,0.0085,25,2.7,
152,1.241,135.8,0.0085,24.9,2.9,
153,1.2495,139,0.0085,25,3.2,
154,1.258,142.5,0.0085,24.9,3.5,
155,1.2665,145.9,0.0085,24.9,3.4,
156,1.274,148.9,0.0075,25,3,
157,1.2825,152.5,0.0085,25,3.6,
158,1.291,156.6,0.0085,25,4.1,
159,1.2995,160.1,0.0085,25,3.5,
160,1.308,163.7,0.0085,25,3.6,
161,1.3165,167.1,0.0085,24.9,3.4,
162,1.325,170.5,0.0085,25,3.4,
163,1.3325,173.3,0.0075,25,2.8,
164,1.341,176.1,0.0085,24.9,2.8,
165,1.3495,179,0.0085,25,2.9,
166,1.358,181.6,0.0085,24.9,2.6,
167,1.3665,183.6,0.0085,24.9,2,
168,1.374,185.2,0.0075,24.9,1.6,
408,1.374,189.3,0,24.8,4.1,
409,1.3745,189.4,0.0005,24.8,0.1,
410,1.376,189.4,0.0015,24.8,0,
411,1.3785,189.4,0.0025,24.8,0,
412,1.3825,189.6,0.004,24.8,0.2,
413,1.3885,190.2,0.006,24.8,0.6,
414,1.397,191.3,0.0085,24.8,1.1,
415,1.4055,192.8,0.0085,24.8,1.5,
416,1.414,194.4,0.0085,24.8,1.6,
417,1.422,195.7,0.008,24.8,1.3,
418,1.43,197.1,0.008,24.8,1.4,
419,1.4385,198.5,0.0085,24.8,1.4,
420,1.447,199.8,0.0085,24.8,1.3,
421,1.4555,200.9,0.0085,24.8,1.1,
422,1.464,202.2,0.0085,24.8,1.3,
423,1.4725,203.3,0.0085,24.8,1.1,
424,1.48,204.2,0.0075,24.8,0.9,
425,1.4885,205.4,0.0085,24.8,1.2,
426,1.497,206.4,0.0085,24.8,1,
427,1.5055,207.4,0.0085,24.8,1,
428,1.514,208.3,0.0085,24.8,0.9,
429,1.5225,209.1,0.0085,24.8,0.8,
430,1.531,210.1,0.0085,24.8,1,
431,1.5385,210.8,0.0075,24.8,0.7,
432,1.547,211.8,0.0085,24.8,1,
433,1.5555,212.5,0.0085,24.8,0.7,
434,1.564,213.3,0.0085,24.8,0.8,
435,1.5725,214,0.0085,24.8,0.7,
436,1.581,214.7,0.0085,24.8,0.7,
437,1.5895,215.5,0.0085,24.8,0.8,
438,1.597,216.1,0.0075,24.8,0.6,
439,1.6055,216.8,0.0085,24.8,0.7,
440,1.614,217.5,0.0085,24.8,0.7,
441,1.6225,218.1,0.0085,24.8,0.6,
442,1.631,218.8,0.0085,24.8,0.7,
443,1.6395,219.4,0.0085,24.8,0.6,
444,1.6475,219.9,0.008,24.8,0.5,
445,1.6555,220.4,0.008,24.8,0.5,
446,1.664,221.1,0.0085,24.8,0.7,
447,1.6725,221.5,0.0085,24.8,0.4,
448,1.681,222.1,0.0085,24.8,0.6,
449,1.6895,222.7,0.0085,24.8,0.6,
450,1.6975,223.2,0.008,24.8,0.5,
451,1.706,223.8,0.0085,24.8,0.6,
452,1.714,224.3,0.008,24.8,0.5,
453,1.7225,224.7,0.0085,24.8,0.4,
454,1.7305,225.2,0.008,24.8,0.5,
455,1.739,225.6,0.0085,24.8,0.4,
456,1.7475,226.1,0.0085,24.8,0.5,
457,1.756,226.7,0.0085,24.8,0.6,
458,1.7645,227.2,0.0085,24.8,0.5,
459,1.772,227.4,0.0075,24.8,0.2,
460,1.7805,227.9,0.0085,24.7,0.5,
461,1.789,228.3,0.0085,24.8,0.4,
462,1.7975,228.7,0.0085,24.8,0.4,
463,1.806,229.1,0.0085,24.8,0.4,
464,1.8145,229.5,0.0085,24.8,0.4,
465,1.823,229.9,0.0085,24.8,0.4,
466,1.8305,230.3,0.0075,24.8,0.4,
467,1.839,230.7,0.0085,24.8,0.4,
468,1.8475,231.1,0.0085,24.8,0.4,
469,1.856,231.5,0.0085,24.7,0.4,
470,1.8645,231.9,0.0085,24.8,0.4,
471,1.873,232.2,0.0085,24.7,0.3,
472,1.8805,232.5,0.0075,24.8,0.3,
473,1.889,233,0.0085,24.8,0.5,
474,1.8975,233.3,0.0085,24.8,0.3,
475,1.906,233.6,0.0085,24.8,0.3,
476,1.9135,234,0.0075,24.8,0.4,
477,1.9175,234.3,0.004,24.8,0.3,
478,1.919,234.3,0.0015,24.8,0,
479,1.92,234.4,0.001,24.8,0.1,
480,1.9215,234.5,0.0015,24.8,0.1,
481,1.923,234.6,0.0015,24.8,0.1,
482,1.9255,234.7,0.0025,24.8,0.1,
483,1.928,234.8,0.0025,24.8,0.1,
484,1.9315,234.8,0.0035,24.8,0,
485,1.9365,235,0.005,24.8,0.2,
,1.9365,235,,,,EP
Titration (EP) [1],,"Scope 1/1, Sample 2/9",,,,
Measured Values,,"Scope 1/1, Sample 2/9",,,,
Time,V,Meas. value,dV,Temp.,dE,EP
[s],[mL],[mV],[mL],[°C],[mV],
0,0,-50.5,,24.9,,
1,0.001,-50.4,0.001,24.9,0.1,
2,0.0025,-50.5,0.0015,24.9,-0.1,
