sample,mass,salinity,Sample.ID,Type
20180615_Tank12,59.21,34.36,Tank12,Tank
20180615_Tank15,59.4,34.26,Tank15,Tank
20180615_Tank11,59.46,34.21,Tank11,Tank
20180615_Tank13,59.44,34.25,Tank13,Tank
20180615_Tank10,59.92,34.45,Tank10,Tank
20180615_Tank14,59.55,34.26,Tank14,Tank
20180615_Conical16,59.57,34.51,Conical16,Conical
20180615_Conical17,59.01,34.46,Conical17,Conical
20180615_Conical18,59.57,34.42,Conical18,Conical
