"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","contrast","gene_id"
"1",206.565597098128,0.984962190600328,0.32557594029454,3.02529170217326,0.00248393434438581,0.03828134184129,"xl_vs_l","g50130"
"2",128.45899403795,0.801882634184737,0.252568833045667,3.17490730948481,0.0014988437081679,0.0275262911136928,"xl_vs_l","g39880"
"3",58.5356549416953,-1.34665059583994,0.417408819089689,-3.22621500613427,0.00125439087240532,0.0246101049405583,"xl_vs_l","g41941"
"4",8046.13233968968,-0.865324759472139,0.138406246625975,-6.25206434367494,4.05062433883236e-10,3.69802713448067e-07,"xl_vs_l","g41942"
"5",2165.77547067656,-0.528210344204038,0.125541942462071,-4.20744122517956,2.58278548635572e-05,0.00172495625402779,"xl_vs_l","g33594"
"6",1317.51215863686,-0.384137002709003,0.125593083959123,-3.0585840445962,0.00222385690319099,0.0355594533344267,"xl_vs_l","g38027"
"7",105.657026178732,0.953284203234602,0.249415856900317,3.82206735001455,0.000132337531864972,0.00555180560375325,"xl_vs_l","g36343"
"8",993.765991892289,-0.549748998122711,0.147720132270276,-3.72155771643139,0.000197997597069862,0.00748529004517615,"xl_vs_l","g37692"
"9",2003.07398792909,0.34123450311402,0.108492145115942,3.14524616274621,0.00165947133475422,0.0291616722547277,"xl_vs_l","g31699"
"10",331.293322694359,0.633584234951667,0.183193126801604,3.45855898642874,0.000543073339994777,0.0140890420492285,"xl_vs_l","g37969"
"11",227.197479200621,0.676837764760108,0.220880243770676,3.06427479979976,0.00218198382336843,0.0351833421880737,"xl_vs_l","g35129"
"12",1179.18557382398,-0.627058472966618,0.183045817744576,-3.42569134161602,0.000613236827861645,0.0152489967104584,"xl_vs_l","g50761"
"13",2148.70387823547,-0.97804307740072,0.184661892098789,-5.29639909070947,1.18108557644133e-07,3.29032573779679e-05,"xl_vs_l","g50760"
"14",834.892677791982,-0.427287743023305,0.123328697518561,-3.46462544096029,0.000530970443815222,0.0137937199848583,"xl_vs_l","adi2mcaRNA5460_R0"
"15",907.99991747957,-1.87327428376062,0.385942871266049,-4.85376055169906,1.21141996857991e-06,0.000182876721556017,"xl_vs_l","g67640"
"16",131.075541312606,0.83975186016004,0.279527552385675,3.00418278267397,0.00266295289740645,0.0401368969725444,"xl_vs_l","g41358"
"17",481.992673623068,-0.408138685397184,0.139374119651974,-2.92836780900452,0.00340746692163769,0.0465962595018815,"xl_vs_l","g49299"
"18",787.847471807347,-1.2818795657786,0.227833325010582,-5.6263918622048,1.84018055351825e-08,8.01816853910269e-06,"xl_vs_l","adi2mcaRNA23633_R0"
"19",505.924570098291,-0.696770131278352,0.167026824765826,-4.17160616119737,3.02460082393211e-05,0.00192012076147108,"xl_vs_l","g16308"
"20",54.3956887480031,1.23677355715293,0.395807134316894,3.12468737908786,0.00177994116364789,0.0306328832939474,"xl_vs_l","g61721"
"21",609.137747830548,0.935868785245686,0.144186109530296,6.49070002855611,8.54384446943171e-11,1.09201724111963e-07,"xl_vs_l","g38273"
"22",3270.93006755307,0.327298098205118,0.108239924328289,3.0238204639947,0.00249604516424078,0.0383139935058641,"xl_vs_l","adi2mcaRNA2729_R1"
"23",2996.96999227383,-0.620490980564603,0.115752743487907,-5.36048616963821,8.29982813682551e-08,2.48631726623779e-05,"xl_vs_l","adi2mcaRNA4698_R0"
"24",405.443944626181,-0.687380128306468,0.168137031972158,-4.0882137637608,4.34707494124427e-05,0.00245846963933732,"xl_vs_l","g58596"
"25",86.8293679743678,-2.43779890963046,0.77466990342057,-3.1468873372598,0.00165018532370477,0.0290517474986849,"xl_vs_l","g5592"
"26",147.009816175777,1.00927169747351,0.233964802007935,4.3137757851255,1.60489715884832e-05,0.00128204534706,"xl_vs_l","adi2mcaRNA13_R1"
"27",602.622584954373,-0.483718898816988,0.149425420441496,-3.23719282427167,0.00120711817282735,0.0239326469590961,"xl_vs_l","g35152"
"28",4009.25881423598,-0.463473311588585,0.15448664748336,-3.00008653911987,0.00269902910630121,0.0405213672873977,"xl_vs_l","g32357"
"29",1076.58346496035,-0.360904303419097,0.114147296955331,-3.16174200393312,0.00156828444179803,0.0280626534606204,"xl_vs_l","g34997"
"30",3223.50019917669,-0.472897488547292,0.155789293349198,-3.03549414969938,0.00240141882250078,0.037339822923751,"xl_vs_l","g46958"
"31",584.399528378185,0.607520536074557,0.182220173448031,3.33399164636303,0.00085609228814987,0.0190627193361316,"xl_vs_l","g62803"
"32",144.254297418424,-0.791404014430199,0.221223428717837,-3.57739692860293,0.000347032991645015,0.0104340696700746,"xl_vs_l","g70058"
"33",31189.0757881693,0.601818777983688,0.12126148493644,4.96298373963617,6.94183958506039e-07,0.000118829418325694,"xl_vs_l","g31927"
"34",1802.07414733002,0.372317957158658,0.126565193325903,2.94170891202248,0.00326406590359174,0.0454126788850949,"xl_vs_l","adi2mcaRNA29029_R0"
"35",223.561350920517,-0.749792281176549,0.205185899260232,-3.65420959178879,0.000257975471693546,0.00884777413829814,"xl_vs_l","g57631"
"36",265.360725053888,-0.996171555442001,0.294579904143531,-3.38166840789189,0.000720470554976456,0.01692752632354,"xl_vs_l","g7529"
"37",247.534454683333,0.617478349850942,0.20926516439569,2.95069822841311,0.0031705652103232,0.0444342662370734,"xl_vs_l","adi2mcaRNA38774_R4"
"38",890.434019644754,0.381494062573786,0.121397407275125,3.14252232512016,0.00167498939279906,0.0293138965716574,"xl_vs_l","g10884"
"39",2777.66692477101,-0.669056820241295,0.131553646284781,-5.08580977522245,3.66060812366437e-07,7.71221746669158e-05,"xl_vs_l","adi2mcaRNA41444_R0"
