sample,mass,salinity,Sample.ID,Type
20180613_Conical8,59.49,34.21,Conical8,Conical
20180613_Conical7,59.81,34.21,Conical7,Conical
20180613_Conical9,59.17,34.21,Conical9,Conical
20180613_Conical4,59.64,34.14,Conical4,Conical
20180613_Conical3,59.65,34.22,Conical3,Conical
20180613_Conical6,59.37,34.2,Conical6,Conical
20180613_Conical1,59.49,34.14,Conical1,Conical
20180613_Conical5,59.96,34.13,Conical5,Conical
20180613_Conical2,59.65,34.13,Conical2,Conical
